Gender,Age,Income Level,Region,Contract Type,Tenure,Account Type,Billing Method,Payment Method,Monthly Charges,Total Charges,Call Usage (mins),Internet Service,Data Usage (GB),Streaming Services,Value-Added Services,Device Protection Plan,Number of Complaints,Response Time (hrs),Customer Support Calls,Satisfaction Score,Service Downgrades,Contract Changes,Churn Label,Onboarding Experience,Login Frequency,App Engagement
0,60,0,East,0,22,1,1,Cash,61.68,3999.05,779.2,1,475.65,1,1,0,2,35.31,0,7.4,0,0,0,1.37,5,6.87
0,23,2,North,0,56,0,0,Cash,94.84,5580.56,574.3,1,252.43,1,0,0,6,18.96,4,5.45,0,0,1,8.14,34,0.41
0,48,1,South,0,11,0,0,Cash,83.15,3571.76,975.49,1,39.89,1,0,1,1,20.84,18,2.09,5,0,0,4.85,34,6.94
1,55,1,South,0,49,0,0,Cash,109.6,3736.62,482.87,0,10.04,1,1,1,6,8.53,13,6.11,4,1,1,3.97,14,6.66
1,36,1,East,0,35,0,0,Cash,73.05,9149.93,157.66,0,232.94,1,1,0,2,11.73,9,9.31,5,1,1,5.31,15,9.4
0,37,1,North,0,39,0,0,Credit Card,152.77,6706.79,703.3,1,361.04,1,1,1,1,15.15,15,8.1,4,0,1,9.02,43,3.17
1,48,1,North,1,27,1,0,Credit Card,130.83,3838.04,818.17,0,88.91,1,0,1,1,30.31,16,1.03,4,0,1,9.36,47,3.17
1,53,0,South,1,33,1,1,Credit Card,112.17,1868.71,376.44,1,307.03,1,0,0,9,10.8,19,7.22,5,1,1,2.28,21,8.15
1,70,2,East,0,10,1,0,Bank Transfer,76.33,5280.66,762.32,1,262,0,1,0,0,14.86,9,1.42,4,1,0,8.63,31,9.08
0,70,1,South,1,51,1,1,Cash,38.12,999.1,59.66,0,396.33,1,0,1,4,27.18,19,8.74,3,0,1,5.64,12,9.42
0,79,1,East,1,38,1,1,Bank Transfer,98.53,3505.56,757.37,1,123.27,1,1,1,3,28.96,2,7.5,0,1,1,5.54,6,4.43
1,77,2,North,1,55,1,1,Credit Card,43.65,8348.63,557.46,1,408.62,1,1,1,8,36.88,15,3.71,4,0,1,7.26,3,1.04
1,70,2,North,1,14,0,1,Bank Transfer,85.89,1803.25,957.67,0,159.65,0,0,0,7,43.69,14,8.8,2,0,0,4.62,19,0.53
0,76,0,North,0,63,1,0,Bank Transfer,28.49,8218.2,631.45,1,97.73,1,0,1,3,46.47,8,3.37,3,1,1,8.14,40,9.01
1,72,0,North,1,36,0,0,Bank Transfer,69.78,7977.28,530.2,1,341.34,0,0,0,10,12.58,10,1.37,4,0,1,5.18,43,7.14
0,76,0,South,0,50,1,0,Bank Transfer,128.99,3753.56,358.2,0,136.43,1,1,1,0,6.1,0,3.66,5,1,1,5.86,32,8.56
0,74,1,North,1,26,1,1,Credit Card,141.23,5098.56,989.02,1,379.75,1,0,1,7,5.44,4,5.71,2,0,0,8.87,21,0.66
0,64,2,West,1,41,0,0,Credit Card,47.21,6518.29,76.34,1,78.45,1,1,0,2,13.41,13,4.83,3,1,1,8.38,15,3.75
0,49,1,East,1,21,1,1,Bank Transfer,30.35,8542.92,672.9,1,418.02,0,0,1,7,12.45,15,9.02,2,0,0,9.02,28,4.79
1,18,1,East,0,44,0,1,Cash,124,9642.01,923.51,1,344.21,0,1,0,6,1.3,16,5.27,4,1,1,3.04,12,9.11
1,78,2,South,1,66,1,1,Cash,65.31,921.9,999.68,1,468.58,0,0,0,0,44.9,1,9.32,5,1,1,3.05,26,0.31
1,70,2,West,1,35,0,0,Bank Transfer,199.89,3419.08,770.13,1,288.51,1,1,0,9,19.81,0,9.19,5,0,0,5.1,20,8.88
0,40,2,East,0,31,1,0,Bank Transfer,95,5839.59,214.71,0,140.52,1,0,0,8,24.94,9,5.68,0,1,1,7.15,5,4.12
0,47,1,North,1,46,1,1,Bank Transfer,55.98,6048.39,738.65,1,3.67,1,0,1,1,7.4,17,1.14,1,0,0,7.51,11,6.16
1,31,0,West,1,58,1,0,Bank Transfer,35.9,1481.59,50.83,1,30.08,0,0,0,2,6.97,7,6.51,1,0,0,9.67,12,9.39
0,79,1,North,1,20,1,1,Bank Transfer,87.73,8052.47,618.38,1,289.78,0,0,0,2,19.37,18,3.88,4,1,0,4.52,40,1.69
1,29,1,North,1,46,0,1,Credit Card,188.91,6538.16,285.85,1,217.19,1,1,0,4,6.28,2,2.67,1,0,1,3.02,11,9.07
0,36,0,East,1,9,0,0,Bank Transfer,168.38,1233.35,397.68,1,214.21,1,1,0,10,27.44,3,3.28,4,1,1,5.5,15,9.86
1,77,2,East,1,43,0,1,Credit Card,47.09,5897.78,733.65,1,337.78,0,1,0,1,14.93,8,3.63,5,1,1,9.07,40,9.43
0,46,0,East,0,27,0,0,Cash,66.88,8134.02,255.61,1,370.68,0,1,1,0,12.64,5,7.18,3,1,1,9.47,9,2.98
1,63,1,North,1,26,0,1,Bank Transfer,125.69,7041.7,312.4,1,399.34,0,1,1,0,43.81,20,9.94,0,0,1,4.1,2,6.31
0,18,0,West,0,51,0,1,Credit Card,87.93,7528.2,652.91,1,200.91,0,1,0,6,17.53,13,2.64,3,0,0,6.38,21,0.36
1,40,0,North,0,61,1,1,Bank Transfer,151.58,4147.82,291.55,1,443.7,0,0,0,8,32.96,10,3.26,4,1,0,4.62,4,6.01
1,19,0,North,1,49,1,1,Credit Card,41.35,5786.96,141.94,1,165.17,1,1,0,6,21.79,7,8.56,0,0,0,6.49,17,2.22
0,40,1,North,1,33,0,0,Cash,155.79,4389.28,698.07,1,228.44,1,0,0,3,10.71,8,6.31,5,1,0,8.19,44,2.65
0,54,1,South,1,62,1,0,Bank Transfer,135.59,6784.86,912.68,1,393.91,0,1,1,8,25.12,2,3.84,5,0,0,1.69,37,7.68
0,50,2,South,0,7,1,1,Cash,162.45,5042.67,619.18,1,91.97,1,1,0,10,31.68,14,4.63,4,1,0,2.36,9,9.62
0,26,1,North,1,61,1,0,Bank Transfer,186.44,4257.6,995.46,1,493.82,0,0,0,0,13.11,18,2.14,0,1,1,9.09,4,3.38
1,27,1,North,1,25,1,0,Bank Transfer,105.47,9130.46,111.99,1,109.82,0,1,1,7,47.54,10,6.1,5,1,1,1.89,0,4.37
1,73,0,West,1,70,1,1,Cash,35.17,7540.55,925.85,1,258.51,0,1,0,3,19.77,11,8.91,4,1,0,9.48,22,9.76
0,59,2,West,1,11,1,1,Bank Transfer,42.87,1020.02,639.2,1,46.72,1,0,0,6,5.2,1,7.17,1,0,1,1.55,46,1.88
0,69,2,East,1,45,0,1,Cash,100.23,1605.18,846.43,1,237.71,0,1,0,2,3.19,19,2.69,0,0,1,4.61,45,8.98
0,49,0,North,0,23,1,1,Cash,123.26,2424.66,97.61,1,85.26,1,0,1,1,32.08,2,5.82,2,1,1,9.79,48,8.88
0,71,1,West,1,6,0,0,Credit Card,77.18,606.35,184.27,1,24.17,0,1,1,0,20.19,1,7.28,2,0,0,9.51,6,0
0,56,1,East,1,27,1,1,Bank Transfer,199.29,5275.97,736.03,0,292.76,0,0,1,2,42.46,4,4.46,2,1,0,8.41,38,2.28
0,73,1,East,1,26,0,0,Credit Card,99.83,4951.28,397.61,1,31.82,0,1,1,4,4.06,8,1.85,5,1,0,2.41,43,4.68
1,49,2,North,0,70,0,1,Cash,88.19,5532.12,728.34,1,110.16,0,1,1,10,10.06,12,3.59,3,1,1,6.18,8,0.85
0,28,1,South,1,38,1,0,Bank Transfer,136.62,7393.49,713.18,1,17.33,0,1,0,8,27.27,17,9.16,0,0,1,8.56,29,8.7
0,41,1,East,0,68,0,1,Credit Card,148.82,7077.3,199.51,1,166.36,1,1,0,1,32.86,15,7.24,2,1,0,4.01,22,7.99
0,63,1,South,1,45,0,0,Bank Transfer,198.64,4314.5,240.38,1,38.58,1,0,1,10,25.23,9,4.79,0,0,0,8.59,22,6.22
1,77,0,South,0,4,0,1,Cash,127.99,3225.95,521,1,237.84,1,1,1,1,28.77,15,7.06,0,0,1,6.39,49,2.81
0,43,1,North,0,57,1,1,Bank Transfer,76.66,6205.62,450.21,1,388.64,0,1,0,3,42.74,5,3.85,3,1,0,8.45,1,2.35
0,67,0,South,1,32,1,1,Bank Transfer,82.75,5903.55,167.51,1,85.22,1,0,1,8,40.27,14,4.59,2,0,1,2.35,27,8.49
0,61,2,East,1,60,0,1,Cash,26.52,9036.21,133.8,1,154.2,1,0,1,2,16.47,6,7.14,5,0,0,7.75,10,9.4
0,53,0,East,0,5,1,1,Credit Card,107.24,4357.74,600.35,1,351.32,1,0,0,10,9.22,15,8.11,3,0,1,3.53,19,8.79
0,45,1,West,1,19,1,1,Bank Transfer,107.55,3770.51,413.04,1,35.12,1,1,0,8,44.43,12,2.22,0,1,1,8.56,11,9.14
0,20,0,East,1,63,1,1,Bank Transfer,72.84,6814.71,919.99,1,189.77,0,1,1,8,38.01,2,8.36,3,0,1,5.61,40,2.91
0,20,2,North,1,44,0,0,Credit Card,118.62,202.72,974.4,1,289.83,0,1,0,5,5.69,15,2.75,3,1,1,3.37,25,9.09
0,58,0,West,1,65,1,1,Cash,67.06,2412.67,868.92,1,18.66,1,1,0,3,46.47,19,1.23,4,0,1,7.77,5,3.53
0,38,2,East,0,59,0,1,Cash,94.23,2636.23,390.03,1,168.22,0,0,1,5,11.72,4,8.45,3,0,0,4.46,0,4.42
0,75,1,East,0,19,0,0,Bank Transfer,73.86,5394.98,57,1,137.27,1,0,0,7,26.51,13,4.49,5,1,1,2.16,3,5.01
0,68,1,South,1,58,0,1,Cash,151.1,8799.02,320.09,1,384.67,0,1,0,6,38.04,3,9.15,3,0,1,7.45,21,9.29
1,61,1,North,1,51,0,0,Credit Card,198.58,1236.95,357.79,1,121.71,0,0,0,3,4.96,3,2.28,2,0,0,7.71,46,9.86
1,47,2,East,1,63,1,0,Bank Transfer,97.68,6399.65,801.03,1,405.62,1,0,0,9,18.61,15,7.85,0,0,0,8.28,6,0.51
0,76,0,West,0,47,1,0,Credit Card,48.19,6108.64,569.58,1,74.93,0,1,0,4,27.19,17,4.2,1,1,1,7.43,16,0.72
0,56,2,South,1,32,1,0,Credit Card,186.45,5375.23,547.92,0,333.57,1,0,1,7,39.68,18,3.76,5,1,1,3.01,46,1.95
0,29,1,South,1,13,1,0,Cash,125.81,8939.75,988.67,1,275.9,1,0,1,2,38.46,18,3.88,0,1,0,1.36,24,0.74
1,74,2,East,1,43,0,0,Cash,125.49,2782.58,264.88,1,402.16,1,1,1,1,38.24,5,9.86,3,1,0,9.43,20,5.39
1,50,0,North,1,65,0,1,Bank Transfer,78.17,7362.59,66.68,1,366.73,0,0,1,5,9.28,15,6.55,5,0,1,1.52,12,4.94
0,30,1,East,1,27,1,0,Credit Card,46.3,998.26,63.33,0,296.22,1,1,1,10,38.85,15,7.74,0,1,0,2.44,35,0.96
0,57,0,South,0,47,0,1,Cash,137.11,1985.71,207.08,1,282.24,0,0,1,0,11.89,0,3.41,4,1,1,9.74,6,9.23
1,76,1,North,1,24,1,1,Cash,99.63,3073.49,798.62,1,499.16,1,0,0,5,19.81,14,4.22,1,1,1,9.1,19,9.37
1,77,0,East,1,20,1,0,Bank Transfer,113.91,7531.64,92.55,0,179.28,1,0,0,5,15.87,7,1.75,1,0,1,9.18,39,7.41
1,22,1,West,0,46,0,0,Bank Transfer,112.18,7665.2,506.68,1,136.98,1,0,0,3,13.81,11,7.73,2,1,1,4.27,41,9.79
0,75,0,East,1,65,1,0,Credit Card,21.25,4605.34,524.06,1,191.99,1,0,0,4,35.42,13,6.01,2,0,0,4.45,49,9.98
0,75,2,West,0,26,0,0,Bank Transfer,76.9,9120.5,173.36,1,373.84,1,1,0,6,45.61,15,2.53,1,1,1,4.76,28,9.99
1,20,2,North,1,41,0,1,Credit Card,172.06,7248.51,671.39,1,234.77,0,0,0,0,3.91,3,3.5,4,0,1,2.22,14,7.53
0,80,1,South,1,65,1,0,Bank Transfer,107.01,3338.35,912.1,0,351.83,1,1,0,3,7.66,5,9.41,1,0,1,3.98,11,9.51
0,28,0,South,1,28,1,1,Cash,94.28,2011.08,360.53,1,30.81,0,0,0,2,46.97,19,5.09,1,1,1,6.25,3,0.53
0,70,1,East,1,47,1,1,Cash,107.49,216.61,738.56,1,484.13,0,0,0,3,23.14,14,9.2,5,0,0,3.09,9,0.4
0,26,2,East,1,72,0,0,Bank Transfer,58.53,5546.4,112.9,1,287.18,0,1,1,4,7.64,7,9.73,3,1,0,2.82,45,6.87
0,79,1,North,0,1,0,1,Bank Transfer,186.57,8854.34,708.61,1,400.95,1,0,1,1,10.59,4,1.37,5,0,1,5.35,8,3.98
0,70,1,South,1,55,1,1,Bank Transfer,101.6,5489.44,604.96,1,6.74,0,1,0,9,47.82,7,8.96,2,1,1,1.92,45,9.06
0,45,0,South,1,53,0,1,Credit Card,158.2,8745.9,855.6,1,311.16,1,0,1,4,38.6,8,8.73,3,0,0,4.07,43,4.55
1,57,0,West,1,38,1,0,Bank Transfer,175.65,8443.22,514.4,1,406.66,0,1,0,5,8.02,14,4.58,5,1,1,8.96,30,0.27
0,63,2,North,1,22,1,0,Cash,174.99,5395.27,578.77,1,396.13,0,1,1,0,16.5,20,5.59,2,0,0,4.46,1,6.39
0,70,0,South,1,21,1,1,Credit Card,44.18,4174.16,784.65,1,279.12,1,1,0,0,4.7,11,1.21,2,0,1,6.61,6,0.76
0,67,2,South,0,11,1,0,Cash,197.02,8088.46,224.88,1,75.45,0,1,0,6,20.09,7,5.11,1,1,0,9.28,30,5.91
0,56,0,North,1,43,0,0,Cash,30.69,1170.27,812.52,0,79.74,1,0,0,10,38.68,14,2.77,2,1,0,7.64,15,0.3
1,59,0,North,1,61,1,0,Credit Card,190.44,3384.69,595.56,1,309.16,0,1,0,4,8.19,3,8.27,4,0,1,7.64,26,7.15
0,62,0,South,0,51,1,1,Credit Card,82.05,8966.44,712.5,1,253.05,1,0,0,8,23.64,4,7.76,0,0,1,2.5,16,0.47
0,75,1,West,1,31,0,0,Cash,45.92,5013.42,303.23,1,458.34,1,1,0,9,33.81,13,5.61,2,1,0,6.6,31,0.29
1,54,2,North,0,13,0,0,Credit Card,46.81,3248.67,681.32,1,143.73,0,0,1,4,7.43,16,5.75,3,0,1,9.92,33,6.89
0,33,2,South,1,71,0,1,Bank Transfer,148.71,1616.41,534.93,1,457.88,0,1,0,7,35.31,7,4.81,3,1,1,7.74,10,3.4
0,42,0,North,1,55,0,1,Credit Card,99.5,4573.29,456.7,1,42.52,0,0,1,3,12.95,19,8.32,3,1,0,8.15,0,3.71
0,39,0,North,1,24,0,1,Bank Transfer,109.8,2961.82,441.82,1,354.78,1,0,0,5,11.78,12,8,0,0,1,3.66,31,9.15
0,79,1,West,1,50,1,1,Bank Transfer,122.09,1640.24,459.4,1,239.83,1,1,0,2,14.58,11,2.83,0,0,0,4.34,8,0.75
0,45,0,South,0,61,1,0,Cash,21.56,6801.9,274.56,1,336.93,0,0,0,2,40.9,5,1.79,5,0,1,8.96,2,4.51
0,73,1,North,1,9,1,1,Credit Card,80.05,7865.94,830.81,1,77.92,0,0,1,7,26.05,2,3.05,5,0,1,9.59,34,1.34
0,37,1,South,0,58,0,1,Cash,157.43,5340.58,543.31,1,323.79,0,0,0,2,37.53,4,4.66,3,1,0,6.52,24,9.44
0,38,2,North,1,70,1,1,Bank Transfer,113.01,6027.21,797.31,1,159.11,1,0,1,0,23.6,8,5.26,0,0,0,4.72,28,2.91
0,73,0,West,1,21,1,0,Cash,47.21,920.55,882.97,1,404.58,0,0,0,6,10.06,2,6.36,2,0,1,4.05,5,7.93
0,44,2,East,1,25,1,1,Credit Card,62.54,1151.97,317.33,1,279.94,0,1,1,6,18.98,12,8.47,2,1,0,3.53,16,6.97
1,55,0,East,1,48,1,1,Cash,147.12,198.12,68.56,1,492.2,1,1,1,4,18.58,6,5.07,2,0,0,3.57,16,1.94
1,32,2,North,1,54,1,1,Cash,114.77,5149.2,262.17,1,57.97,0,0,1,2,22.56,19,8.55,3,0,1,3.72,18,5.7
1,76,2,North,1,67,0,1,Bank Transfer,51.02,7040.62,749.01,1,493.31,1,1,0,8,8.27,19,7.29,5,0,1,4.96,41,3.66
0,26,2,East,0,12,0,1,Bank Transfer,176.74,1005.98,486.81,1,218.73,1,1,0,1,24.3,20,9.37,5,0,1,7.59,19,5.95
1,34,0,South,1,65,0,0,Credit Card,188.48,7374.86,952.5,1,291.79,1,0,1,10,3.41,13,9.8,1,1,1,7.8,1,7.28
0,76,1,West,1,56,0,1,Bank Transfer,123.47,1777.49,793.03,0,332.08,0,1,1,10,30.46,15,4.16,2,1,1,3.81,42,8.59
0,40,1,West,1,59,1,1,Bank Transfer,110.56,2640.62,183.8,1,34.71,0,1,1,8,35.84,9,6.81,2,1,1,1.5,22,4.71
1,27,2,North,1,4,0,1,Bank Transfer,29.37,7266.8,312.07,1,205.39,1,1,1,9,17.72,0,8.33,4,0,1,4.3,13,7.26
0,51,1,West,1,39,0,1,Cash,59.86,3963.57,171.69,1,383.92,0,1,1,0,20.48,10,6,2,0,0,3.86,33,8.61
0,70,0,West,0,57,1,0,Cash,196.24,4314.23,559.32,1,424.88,1,0,0,5,30.31,9,8.5,0,0,1,2.34,15,6.23
1,31,0,West,1,71,1,1,Bank Transfer,184.42,6203.33,758.5,1,176.64,0,0,1,2,46.14,7,4.1,4,1,1,3.44,38,2.66
0,53,1,West,1,44,1,0,Bank Transfer,115.17,9203.5,789.54,1,424.19,0,0,1,4,21.47,9,7.94,4,0,1,8.18,34,3.65
0,70,1,North,1,13,0,0,Credit Card,147.03,7552.09,921.8,1,271.21,0,0,0,5,4.05,20,4.56,2,0,1,2.38,46,9.29
0,49,2,West,1,27,1,1,Cash,144.2,3101.06,608.77,1,97.23,1,1,0,2,23.33,9,7.72,5,0,1,4.58,2,5.16
0,61,0,North,1,57,1,1,Bank Transfer,52.82,1121.5,230.14,1,466.41,0,1,0,10,47.45,6,2.25,5,0,0,7.82,31,0.02
1,32,2,East,1,17,1,0,Credit Card,68.67,554.72,284.06,1,205.7,1,0,1,6,23.28,3,7.69,5,0,0,2.2,44,3.26
0,28,0,East,1,50,1,1,Cash,51.84,9170.37,797.05,1,440.68,0,0,0,2,1.03,4,2.01,0,1,0,9.64,39,2
0,40,0,West,1,57,0,1,Credit Card,31.86,5158.09,871.84,1,471.68,0,1,0,5,8.65,19,7.88,3,1,0,4.52,6,7.24
0,51,1,North,1,44,0,1,Cash,108.14,3062.04,238.83,1,415.05,1,1,0,10,17.08,18,1.57,0,0,1,2.75,40,3.07
1,23,2,West,1,62,0,1,Credit Card,150.71,7870.62,370.94,1,136.64,0,1,0,8,5.74,17,4.54,3,0,0,9.87,19,5.35
0,43,2,North,1,21,1,1,Credit Card,158.09,7341.05,741.6,1,492.22,0,1,1,4,14.44,9,1.13,0,0,0,6.76,31,4.06
0,61,0,East,1,5,0,1,Bank Transfer,168.27,4071.58,903.3,1,393.96,1,0,1,1,16.65,7,6.64,3,1,1,5.88,42,2.85
1,80,0,East,0,3,0,0,Bank Transfer,59.96,3168.65,389.08,1,208.21,1,1,0,6,27.87,1,4.5,5,0,1,7.51,19,8.44
1,24,2,South,1,49,0,1,Bank Transfer,148.65,6976.14,726.03,1,454.2,0,1,0,9,30.83,10,1.25,1,1,0,1.57,47,2.05
0,69,0,North,1,38,0,0,Bank Transfer,139.99,7797.5,570.74,1,342.36,1,1,0,0,45.84,10,7,4,1,0,2.8,7,4.09
0,44,0,West,0,71,0,0,Cash,52.43,8108.84,376.16,1,193.82,1,0,0,5,42.14,5,3.42,0,0,1,9.72,47,3.34
0,28,1,East,0,44,0,0,Cash,191.63,355.32,907.72,1,182.55,0,1,1,4,38.33,2,2.77,5,0,1,7.09,10,9.19
1,51,2,South,1,7,0,1,Bank Transfer,118.77,1304.82,359.2,0,408.1,0,0,0,10,5.2,0,7.76,5,1,1,1.79,28,4.61
0,65,1,East,1,38,1,0,Credit Card,120.86,5000.1,442.39,1,118.49,1,0,1,3,14.8,10,8.63,1,1,0,2.4,31,4.54
0,68,2,West,1,55,1,0,Bank Transfer,83.05,461.55,289.53,1,326.81,1,1,0,4,18.29,15,7.99,3,1,1,1.86,44,5
0,40,1,West,1,46,1,0,Bank Transfer,195.1,9529.19,806.77,1,150.55,1,1,0,1,42.92,17,6.47,2,1,1,7.14,43,4.89
0,34,0,North,1,70,1,0,Bank Transfer,94.57,5340.14,306.79,1,227.94,1,1,1,1,17.4,18,8.32,3,0,0,3.18,29,3.33
0,78,0,East,1,2,1,1,Credit Card,135.22,5380.01,731.12,1,157.07,0,1,1,4,8.81,9,2.64,4,0,1,2.47,13,8.86
1,60,2,North,1,71,1,1,Credit Card,47.39,9560.97,823.75,1,275.03,1,1,1,5,17.29,1,2.05,0,0,1,8.67,32,3.99
0,40,0,East,0,15,1,1,Cash,39.48,7212.02,132.01,1,475.3,1,1,1,9,36.74,3,7.85,3,1,0,8.04,39,6.88
0,63,0,South,1,10,1,1,Credit Card,155.41,2269,402.22,1,107.49,0,0,1,10,35.63,5,5.34,2,0,1,2.98,30,1.96
0,34,0,West,0,51,0,0,Cash,175.35,4269.03,588.36,1,339.72,1,1,1,0,30.3,20,8.23,0,1,1,5.15,28,1.33
0,25,1,South,1,8,1,0,Bank Transfer,184.03,6567.72,914.13,1,146.59,0,1,1,4,20.9,2,8.56,5,1,1,2.27,20,8.76
0,41,1,North,0,65,1,1,Bank Transfer,32.87,7855.03,804.03,1,490.07,1,1,0,4,11.81,19,5.93,4,1,1,3.24,1,2.44
0,70,1,South,1,25,0,0,Cash,200,5933.49,511.23,1,8.59,1,0,1,8,22.68,19,5.08,2,0,0,9.2,15,0.61
0,41,0,East,0,3,1,1,Bank Transfer,151.05,3595.18,140.21,1,36.3,0,0,1,6,30.2,19,1.18,3,1,0,8.53,42,4.98
0,68,0,West,1,9,0,1,Credit Card,53.63,4198.08,598.32,1,299,1,0,0,4,20.35,18,4.15,2,1,0,2.99,45,9.99
0,57,1,West,1,51,1,1,Bank Transfer,129.87,3673.63,876.6,1,162.98,1,1,1,7,39.44,7,3.99,2,0,1,2.04,29,2.82
0,52,2,North,1,71,1,1,Bank Transfer,131.26,7644.62,801.25,1,127.39,1,1,1,0,43.04,3,6.24,5,1,0,5.2,48,0.17
0,72,1,North,1,45,1,1,Bank Transfer,51.32,8205.19,405.28,1,415.64,1,1,1,0,19.04,3,3.48,3,1,1,3.43,49,6.38
0,39,0,South,0,26,1,1,Credit Card,165.92,5109.33,344.45,1,310.32,0,1,0,4,4.89,14,5.95,2,1,0,2.69,1,9.19
0,26,0,West,1,1,1,1,Bank Transfer,91.98,891.41,916.39,1,41.46,1,1,0,10,24.61,17,4.4,3,0,1,2.84,31,6.58
0,18,2,North,1,16,1,0,Cash,190.06,180.87,275.25,1,198.78,0,0,1,8,19.5,20,3.53,2,1,0,9.9,40,9.22
0,66,1,East,0,69,0,1,Bank Transfer,29.71,3888.87,999.2,1,347.3,1,0,0,9,22.68,14,4.47,1,0,1,1.19,3,3.78
0,45,1,North,1,40,0,0,Cash,90.27,2894.23,177.06,0,54.55,0,1,1,3,32.49,18,2.48,4,0,1,7.96,38,4.6
0,26,1,South,1,60,0,0,Cash,160.37,8442.22,466.78,1,374.48,1,1,1,0,38.53,9,2.67,4,1,0,6.91,49,7.4
1,50,1,West,1,19,0,0,Credit Card,120.05,5288.96,355.82,1,385.89,1,0,0,5,28.6,11,7.21,5,1,0,8.1,26,1.86
0,78,2,East,1,57,0,0,Cash,72.72,1124.11,372.52,1,401.19,0,1,0,0,31.14,4,6.44,3,1,1,5.45,1,7.78
0,18,0,West,1,12,1,0,Cash,78.21,5223.38,622.01,1,166.73,1,1,0,0,7.01,1,2.03,1,0,1,8.22,38,0.2
0,34,1,West,0,21,0,1,Cash,114.56,5155.11,338.64,1,261.76,1,0,1,0,25.76,7,7.97,4,1,1,7.43,16,7.09
0,29,1,South,1,20,1,0,Credit Card,199.4,1596.42,410.57,1,324.94,1,1,1,0,7.71,11,6.1,5,1,0,1.22,18,4.74
0,58,0,South,1,24,1,1,Bank Transfer,172.16,2380.99,288.92,1,247.45,0,1,0,4,19.08,14,6.98,4,1,1,8.83,29,1.8
0,55,1,North,1,46,1,1,Bank Transfer,33.61,642.09,612.01,1,279.43,0,0,1,2,5.38,1,6.32,5,1,0,7.47,17,5.65
0,77,1,West,0,50,1,0,Bank Transfer,75.83,5156.19,316.16,1,129.21,0,1,0,2,24.83,15,1.4,1,1,1,1.52,46,6.74
0,61,1,West,1,37,1,0,Bank Transfer,22.76,7600.95,178.18,1,1.92,1,0,1,6,30.74,20,5.56,2,1,0,6.44,48,1.73
0,30,0,West,0,62,0,0,Credit Card,124.39,8965.09,998.28,1,162.16,1,0,0,0,26.37,18,7.86,3,1,1,8.22,46,5.46
0,18,0,West,1,35,1,0,Cash,196.02,7679.6,435.72,1,97.15,1,0,1,4,27.36,7,7.83,2,1,1,5.44,42,8.43
0,70,2,West,1,46,1,1,Bank Transfer,41.2,5768.37,310.93,1,247.3,1,0,1,3,13.27,19,8.65,2,0,1,6.58,27,8.05
1,77,1,South,0,20,0,1,Bank Transfer,199.78,631.24,771.7,1,109.71,0,1,1,5,23.97,0,6.65,1,1,0,4.74,24,1.64
0,76,0,South,1,63,0,1,Bank Transfer,33.75,6436.47,363.12,1,206.72,1,1,1,6,21.12,5,1.18,3,1,1,4.68,2,1.19
0,51,2,North,1,6,0,1,Credit Card,89.06,3402.57,484.56,1,24.41,0,0,0,6,9.52,12,8.62,1,1,0,4.38,4,0.12
1,23,2,East,1,61,1,0,Cash,56.06,8521.13,352.59,1,131.29,1,1,0,8,11.05,8,9.92,5,1,0,2.02,8,5.09
0,26,0,South,1,39,1,1,Cash,130.49,7209.79,482.1,1,433.53,1,1,0,8,18.19,6,9.24,3,0,0,8.84,2,3.39
0,80,0,South,1,32,0,0,Cash,109.28,4539.61,54.83,1,144.08,0,0,0,2,12.37,14,5.99,3,1,1,5.35,45,9.88
1,70,2,East,1,72,0,0,Credit Card,44.2,8289.91,267.46,1,92.59,0,0,1,4,11.61,4,9.55,5,0,0,7.41,4,5.02
1,28,0,East,1,21,0,1,Credit Card,116.34,2055.15,204.22,1,189.05,0,0,1,10,28.66,11,6.96,0,0,1,3.57,31,6.33
0,52,0,North,1,48,0,0,Credit Card,131.5,5752.35,614.53,0,49.1,0,0,1,1,25.04,20,4.1,2,0,0,2.28,16,1.96
1,22,0,West,0,58,0,0,Bank Transfer,132.3,5747.24,170.71,1,253.79,0,0,0,7,29.57,0,3.85,5,0,1,4.84,32,7.79
0,80,2,East,0,19,1,1,Bank Transfer,113.34,1569.53,992.81,1,495.49,1,0,0,8,46.58,15,1.79,2,1,1,1.07,50,8
0,43,1,West,1,72,1,0,Cash,189.35,1098.63,434.87,1,468.17,1,1,0,0,17.08,11,4.3,1,0,1,3.41,6,4.55
0,41,1,West,0,43,0,1,Credit Card,181.28,8341.5,387.99,1,351,0,0,0,2,46.38,10,1.05,3,0,0,5.77,9,4.83
0,28,1,North,1,18,0,1,Credit Card,114.18,4014.4,829.8,1,488.06,1,0,1,1,8.64,13,7.47,5,0,0,8.79,38,4.24
1,54,1,North,0,15,1,1,Bank Transfer,77.04,6513.42,759.87,1,280.41,1,0,1,10,12.83,6,7.69,4,0,0,9.52,3,0.28
1,41,0,North,1,6,1,0,Bank Transfer,151.28,5082.2,263.1,1,358.2,1,0,1,7,24.66,16,3.91,3,1,1,7.6,47,0.54
0,66,1,West,1,50,0,1,Credit Card,45.8,7917.36,597.32,1,67.15,0,0,0,5,27.43,10,6.1,5,1,0,4.1,2,4.26
1,41,1,North,0,44,0,1,Credit Card,141.51,7489.51,502.97,1,310.35,0,1,1,1,30,4,7.2,2,0,1,5.32,29,2.54
